,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,LotArea,LotFrontage,BsmtFinSF1,BsmtUnfSF,OverallQual,GrLivArea,ExterQual,KitchenQual,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,Id,SalePrice,clusters
552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11146,87.0,0,1709,8,1717,3,3,3,908,1709,1717,2,7,2006,2006,553,255500,1
553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8777,67.0,0,0,4,1126,2,3,2,520,0,1126,2,5,1949,2003,554,108000,0
554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10625,85.0,866,132,7,2046,3,3,3,871,998,1006,2,8,2003,2004,555,284000,1
555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6380,58.0,0,993,5,1048,2,2,1,280,993,1048,1,5,1922,1950,556,113000,0
556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14850,69.0,895,197,5,1092,2,2,1,299,1092,1092,1,6,1957,1957,557,141000,0
557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11040,60.0,637,0,4,1336,2,2,1,570,637,897,1,7,1920,1950,558,108000,0
558,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21872,57.0,604,125,7,1446,2,2,2,406,729,729,2,6,1996,1997,559,175000,3
561,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10010,77.0,1071,195,5,1389,2,2,2,418,1389,1389,1,6,1974,1975,562,170000,3
562,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13907,63.0,290,706,5,996,2,2,0,0,996,996,1,6,1940,1969,563,108000,0
563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21780,66.0,0,1163,6,1674,2,2,2,396,1163,1163,2,8,1918,1950,564,185000,3
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6858,66.0,0,806,6,1647,2,1,1,216,806,841,1,6,1915,1950,566,128000,0
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11198,77.0,0,1122,9,2504,3,4,3,656,1122,1134,2,11,2005,2007,567,325000,2
567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10171,70.0,2,1515,7,1535,3,3,2,532,1517,1535,2,7,2004,2004,568,214000,3
568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12327,79.0,1441,55,8,2132,3,3,2,612,1496,1496,1,5,1983,2009,569,316600,2
570,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13101,74.0,231,1497,5,1728,2,2,2,576,1728,1728,2,10,1965,1965,571,142600,0
571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7332,60.0,414,450,6,864,2,3,1,288,864,864,1,4,1959,1959,572,120000,0
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13159,83.0,0,846,7,1692,2,3,2,650,846,846,2,6,2009,2009,573,224500,1
573,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9967,76.0,0,384,7,1430,2,2,2,400,384,774,2,8,2000,2000,574,170000,3
574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10500,70.0,349,23,5,1109,2,2,1,288,372,576,1,5,1971,2005,575,139000,0
575,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8480,80.0,442,390,5,1216,2,2,1,336,832,832,1,6,1947,1950,576,118500,0
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6292,52.0,0,861,7,1477,2,2,1,216,861,877,2,6,1928,1950,577,145000,0
577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11777,96.0,328,285,5,1320,2,2,2,564,1164,1320,1,6,1966,1966,578,164500,3
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3604,34.0,0,689,7,1392,3,3,2,540,689,703,2,5,2007,2007,579,146000,0
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12150,81.0,0,1050,5,1795,2,2,1,352,1050,1050,2,7,1954,1954,580,131500,0
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12704,98.0,0,2042,8,2042,4,4,3,1390,2042,2042,2,8,2008,2009,582,253293,1
582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11841,81.0,816,0,6,816,2,2,0,0,816,816,1,5,1990,1990,583,118500,0
583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13500,75.0,0,1237,10,2775,4,3,2,880,1237,1521,3,9,1893,2000,584,325000,2
584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6120,51.0,0,884,4,1573,2,3,1,240,884,989,1,6,1935,1995,585,133000,0
585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11443,88.0,1460,408,8,2028,3,3,3,880,1868,2028,2,7,2005,2006,586,369900,2
586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10267,55.0,210,0,6,838,2,1,1,275,816,838,1,5,1918,2000,587,130000,0
587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8740,74.0,672,168,5,860,2,2,2,528,840,860,1,4,1982,1982,588,137000,0
588,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25095,65.0,1324,113,5,1473,2,4,1,452,1437,1473,1,5,1968,2003,589,143000,0
589,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9100,50.0,0,742,5,935,2,2,1,308,742,779,1,4,1930,1960,590,79500,0
590,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8320,64.0,490,280,7,1582,3,3,2,520,770,770,2,6,2004,2004,591,185900,3
591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13478,97.0,1338,384,10,2296,4,4,3,842,1722,1728,2,10,2008,2008,592,451950,2
592,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6600,60.0,816,0,5,816,2,2,2,816,816,816,1,4,1982,2003,593,138000,0
594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7990,88.0,0,924,5,924,2,2,1,280,924,924,1,5,1975,1975,595,110000,0
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11302,69.0,1422,392,8,1826,3,3,3,758,1814,1826,2,7,2005,2006,596,319000,2
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3600,60.0,0,684,6,1368,2,2,1,216,684,684,1,7,1910,1993,597,114504,0
597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3922,53.0,0,1258,7,1402,3,3,3,648,1258,1402,0,7,2006,2007,598,194201,3
598,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12984,80.0,1283,0,5,1647,2,3,2,621,1430,1647,2,7,1977,1977,599,217500,1
599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1950,24.0,81,23,6,1556,2,2,2,452,716,716,2,6,1980,1980,600,151000,0
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10927,74.0,546,512,8,1904,3,4,2,736,1058,1058,2,8,2005,2005,601,275000,1
601,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9000,50.0,0,780,6,1375,2,3,1,544,780,780,1,6,1937,1950,602,141000,0
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10041,80.0,789,119,8,1915,3,3,2,506,908,927,2,8,1992,1992,603,220000,1
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3182,30.0,0,600,7,1200,3,3,2,480,600,600,2,4,2004,2005,604,151000,0
604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12803,88.0,922,572,7,1494,3,3,2,530,1494,1494,2,6,2002,2002,605,221000,1
605,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13600,85.0,454,314,7,1986,2,2,2,486,768,1186,2,7,1965,1990,606,205000,3
606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12464,82.0,732,308,5,1040,2,3,2,576,1040,1040,1,6,1996,1996,607,152000,0
607,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7800,78.0,603,293,5,2008,2,4,1,230,896,1112,3,8,1948,2002,608,225000,1
608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12168,78.0,428,537,8,3194,2,2,2,380,965,1940,2,10,1934,1998,609,359100,2
609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7943,61.0,903,126,4,1029,2,2,1,261,1029,1029,1,5,1961,1961,610,118500,0
613,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8402,70.0,206,914,5,1120,2,2,0,0,1120,1120,1,6,2007,2007,614,147000,0
614,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,21.0,150,0,4,630,2,2,0,0,630,630,1,3,1972,1972,615,75500,0
615,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8800,80.0,763,173,6,1054,2,3,2,480,936,1054,1,6,1963,1963,616,137500,0
617,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7227,59.0,0,832,6,832,2,3,2,528,832,832,1,4,1954,1954,618,105500,0
618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11694,90.0,48,1774,9,1828,4,3,3,774,1822,1828,2,9,2007,2007,619,314813,2
619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12244,85.0,871,611,8,2262,3,3,3,749,1482,1482,2,10,2003,2003,620,305000,2
620,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8248,45.0,41,823,3,864,2,2,0,0,864,864,1,5,1914,1950,621,67000,0
621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10800,90.0,956,384,6,2614,2,2,2,624,1522,1548,2,9,1974,1997,622,240000,1
622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7064,71.0,560,420,5,980,2,2,2,484,980,980,1,6,1977,1977,623,135000,0
624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10400,80.0,247,485,6,1790,2,2,2,484,732,1012,1,8,1972,1972,625,165150,3
625,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,87.0,0,1116,6,1116,2,2,2,440,1116,1116,1,5,1962,1962,626,160000,0
627,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9600,80.0,674,350,6,1520,2,2,1,364,1156,1520,1,7,1955,1972,628,153000,0
628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11606,70.0,650,390,5,2080,2,1,2,504,1040,1040,1,9,1969,1969,629,135000,0
629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9020,82.0,624,288,6,1350,2,2,2,520,1248,1350,1,6,1964,1964,630,168500,3
630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9000,50.0,0,636,5,1750,2,4,1,240,636,1089,1,8,1880,1991,631,124000,0
631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4590,34.0,24,1530,8,1554,3,3,2,627,1554,1554,2,6,2006,2006,632,209500,3
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11900,85.0,822,564,7,1411,2,2,2,544,1386,1411,2,6,1977,1977,633,82500,0
633,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9250,80.0,480,108,5,1056,2,2,1,260,1056,1056,1,6,1954,2005,634,139400,0
634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6979,64.0,1056,0,6,1056,2,2,2,576,1056,1056,0,4,1980,1980,635,144000,0
635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10896,60.0,256,1184,6,3395,1,1,0,0,1440,1440,2,14,1914,1995,636,200000,3
636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6120,51.0,0,264,2,800,1,1,0,0,264,800,1,4,1936,1950,637,60000,0
637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6000,50.0,0,811,5,1387,2,3,1,256,811,811,2,7,1954,1954,638,93000,0
638,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8777,67.0,0,796,5,796,2,2,0,0,796,796,1,4,1910,1950,639,85000,0
639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3982,53.0,1154,366,8,1567,3,4,3,648,1520,1567,2,7,2006,2006,640,264561,1
640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12677,62.0,1218,300,8,1518,4,4,2,588,1518,1518,1,6,2003,2004,641,274000,1
642,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13860,75.0,1410,542,8,2704,3,4,2,538,1952,2000,2,9,1972,1995,643,345000,2
643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10793,80.0,493,0,5,1620,2,2,2,462,780,780,2,7,1969,1969,644,152000,0
644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9187,85.0,1121,645,9,1766,4,4,3,478,1766,1766,2,7,2009,2009,645,370878,2
646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7200,60.0,0,0,5,1048,2,2,2,420,0,1048,1,7,1950,1950,647,98300,0
647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10452,85.0,500,594,6,1094,2,2,2,495,1094,1094,1,5,1953,1953,648,155000,0
648,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7700,70.0,0,756,6,1839,2,2,2,442,756,1051,1,7,1966,1966,649,155000,0
649,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936,21.0,131,0,4,630,2,2,0,0,630,630,1,3,1970,1970,650,84500,0
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8125,65.0,0,813,7,1665,3,3,2,562,813,822,2,7,2007,2007,651,205950,3
651,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9084,60.0,0,755,4,1510,2,2,1,296,755,755,1,7,1940,1950,652,108000,0
652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8750,70.0,0,880,7,1716,3,3,2,512,880,909,2,7,1996,1996,653,191000,3
653,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10320,60.0,0,756,6,1469,2,2,1,216,756,756,1,7,1906,1995,654,135000,0
654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10437,91.0,1696,413,8,2113,3,3,3,839,2109,2113,2,7,1995,1995,655,350000,2
655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1680,21.0,0,525,6,1092,2,2,1,264,525,525,1,6,1971,1971,656,88000,0
656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10007,72.0,806,247,5,1053,3,3,1,312,1053,1053,1,5,1959,2006,657,145500,0
657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7200,60.0,0,776,7,1502,2,2,1,270,776,851,1,6,1931,2000,658,149000,0
658,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17503,78.0,0,912,6,1458,2,2,1,330,912,912,1,6,1948,1950,659,97500,0
659,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9937,75.0,637,849,5,1486,2,2,2,480,1486,1486,1,7,1964,1999,660,167000,3
661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46589,52.0,1361,88,8,2448,3,3,3,711,1629,1686,2,8,1994,2005,662,402000,2
662,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13560,120.0,0,1392,6,1392,2,2,2,576,1392,1392,1,5,1968,1968,663,110000,0
663,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10012,90.0,920,38,4,1181,2,2,2,588,1138,1181,2,6,1972,1972,664,137500,0
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,20896,49.0,1721,356,8,2097,3,4,3,1134,2077,2097,1,8,2005,2006,665,423000,2
665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11194,106.0,0,1406,8,1936,3,3,2,504,1406,1454,2,7,2000,2000,666,230500,1
667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8125,65.0,1138,270,6,1679,2,3,2,575,1408,1679,2,7,1994,1998,668,193500,3
669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11600,80.0,0,700,4,1180,2,1,1,252,700,1180,1,5,1922,1950,670,137500,0
670,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8633,64.0,193,545,6,1476,3,3,2,540,738,738,2,7,2005,2005,671,173500,3
671,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6629,54.0,551,121,6,1369,2,2,1,300,672,697,2,6,1925,1950,672,103600,0
673,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14442,110.0,1186,291,6,1839,2,3,2,416,1477,1839,2,7,1957,2004,674,257500,1
674,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9200,80.0,892,244,6,1136,2,2,1,384,1136,1136,1,5,1965,1965,675,140000,0
675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2289,24.0,311,544,6,1441,2,2,2,440,855,855,2,7,1978,1978,676,148500,0
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9600,60.0,0,1095,4,1774,2,2,3,779,1095,1095,2,8,1900,1950,677,87000,0
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9022,52.0,0,768,5,792,3,3,1,240,768,792,1,5,1924,2006,678,109500,0
678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11844,80.0,0,2046,8,2046,3,3,3,834,2046,2046,2,7,2008,2008,679,372500,2
680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8012,50.0,543,261,6,923,2,2,1,264,923,923,2,5,1980,1980,681,143000,0
681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4500,55.0,182,611,5,1520,2,2,1,281,793,848,1,6,1932,2000,682,159434,3
683,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11248,90.0,1059,567,9,1668,3,3,3,702,1626,1668,2,7,2002,2002,684,285000,1
684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16770,58.0,0,1195,7,1839,3,2,2,486,1195,1195,2,7,1998,1998,685,221000,1
686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10207,84.0,0,874,7,1761,3,3,2,578,874,874,3,7,2007,2007,687,227875,1
688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8089,60.0,945,474,8,1419,3,3,2,567,1419,1419,2,7,2007,2007,689,392000,2
689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7577,61.0,20,1342,6,1362,3,3,2,460,1362,1362,2,6,2005,2006,690,194700,3
691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21535,104.0,1455,989,10,4316,4,4,3,832,2444,2444,3,10,1994,1995,692,755000,4
692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26178,42.0,965,245,7,2519,3,3,2,628,1210,1238,2,9,1989,1990,693,335000,2
693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5400,60.0,0,1073,5,1073,2,2,1,326,1073,1073,1,4,1921,1968,694,108480,0
694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6120,51.0,0,927,5,1539,2,2,2,576,927,1067,1,5,1936,1950,695,141500,0
695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13811,54.0,980,92,6,1137,2,3,2,551,1112,1137,2,5,1987,1987,696,176000,3
696,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000,50.0,616,0,5,616,2,2,1,205,616,616,1,4,1921,1950,697,89000,0
